time,path,H
2021-08-26 18:00:00,/Volumes/Argus/unk/snap/c1/1630000800.c1.snap.jpg,1.1816175
2021-08-26 18:30:00,/Volumes/Argus/unk/snap/c1/1630002600.c1.snap.jpg,1.4708233
2021-08-26 19:30:00,/Volumes/Argus/unk/snap/c1/1630006200.c1.snap.jpg,1.2977732
2021-08-26 20:00:00,/Volumes/Argus/unk/snap/c1/1630008000.c1.snap.jpg,1.4920005
2021-08-26 20:30:00,/Volumes/Argus/unk/snap/c1/1630009800.c1.snap.jpg,1.3876907
2021-08-26 21:00:00,/Volumes/Argus/unk/snap/c1/1630011600.c1.snap.jpg,1.2537683
2021-08-26 21:30:00,/Volumes/Argus/unk/snap/c1/1630013400.c1.snap.jpg,1.3522903
2021-08-26 22:30:00,/Volumes/Argus/unk/snap/c1/1630017000.c1.snap.jpg,1.3557239
2021-08-26 23:00:00,/Volumes/Argus/unk/snap/c1/1630018800.c1.snap.jpg,0.8487989
2021-08-26 23:30:00,/Volumes/Argus/unk/snap/c1/1630020600.c1.snap.jpg,1.2633659
2021-08-27 00:00:00,/Volumes/Argus/unk/snap/c1/1630022400.c1.snap.jpg,0.9021629
2021-08-27 00:30:00,/Volumes/Argus/unk/snap/c1/1630024200.c1.snap.jpg,0.8908024
2021-08-27 01:00:00,/Volumes/Argus/unk/snap/c1/1630026000.c1.snap.jpg,0.8561182
2021-08-27 01:30:00,/Volumes/Argus/unk/snap/c1/1630027800.c1.snap.jpg,0.68430185
2021-08-27 02:30:00,/Volumes/Argus/unk/snap/c1/1630031400.c1.snap.jpg,0.7504795
2021-08-27 03:00:00,/Volumes/Argus/unk/snap/c1/1630033200.c1.snap.jpg,0.7188821
2021-08-27 03:30:00,/Volumes/Argus/unk/snap/c1/1630035000.c1.snap.jpg,0.8207023
2021-08-27 04:00:00,/Volumes/Argus/unk/snap/c1/1630036800.c1.snap.jpg,0.83190346
2021-08-27 04:30:00,/Volumes/Argus/unk/snap/c1/1630038600.c1.snap.jpg,0.38368875
2021-08-27 14:30:00,/Volumes/Argus/unk/snap/c1/1630074600.c1.snap.jpg,0.72695315
2021-08-27 15:00:00,/Volumes/Argus/unk/snap/c1/1630076400.c1.snap.jpg,0.69471025
2021-08-27 15:30:00,/Volumes/Argus/unk/snap/c1/1630078200.c1.snap.jpg,0.8429478
2021-08-27 16:00:00,/Volumes/Argus/unk/snap/c1/1630080000.c1.snap.jpg,0.7832507
2021-08-27 16:30:00,/Volumes/Argus/unk/snap/c1/1630081800.c1.snap.jpg,0.7647195
2021-08-27 17:00:00,/Volumes/Argus/unk/snap/c1/1630083600.c1.snap.jpg,0.6567577
2021-08-27 17:30:00,/Volumes/Argus/unk/snap/c1/1630085400.c1.snap.jpg,0.8047957
2021-08-27 18:00:00,/Volumes/Argus/unk/snap/c1/1630087200.c1.snap.jpg,0.6472271
2021-08-27 18:30:00,/Volumes/Argus/unk/snap/c1/1630089000.c1.snap.jpg,0.79464746
2021-08-27 19:30:00,/Volumes/Argus/unk/snap/c1/1630092600.c1.snap.jpg,0.8391564
2021-08-27 20:00:00,/Volumes/Argus/unk/snap/c1/1630094400.c1.snap.jpg,0.990698
2021-08-27 21:00:00,/Volumes/Argus/unk/snap/c1/1630098000.c1.snap.jpg,0.7921741
2021-08-27 21:30:00,/Volumes/Argus/unk/snap/c1/1630099800.c1.snap.jpg,0.7202256
2021-08-27 22:00:00,/Volumes/Argus/unk/snap/c1/1630101600.c1.snap.jpg,0.6877253
2021-08-27 22:30:00,/Volumes/Argus/unk/snap/c1/1630103400.c1.snap.jpg,0.8314228
2021-08-27 23:00:00,/Volumes/Argus/unk/snap/c1/1630105200.c1.snap.jpg,0.73748815
2021-08-27 23:30:00,/Volumes/Argus/unk/snap/c1/1630107000.c1.snap.jpg,0.9686253
2021-08-28 00:00:00,/Volumes/Argus/unk/snap/c1/1630108800.c1.snap.jpg,0.7293265
2021-08-28 00:30:00,/Volumes/Argus/unk/snap/c1/1630110600.c1.snap.jpg,0.7372975
2021-08-28 01:00:00,/Volumes/Argus/unk/snap/c1/1630112400.c1.snap.jpg,0.91367817
2021-08-28 01:30:00,/Volumes/Argus/unk/snap/c1/1630114200.c1.snap.jpg,0.76190734
2021-08-28 02:00:00,/Volumes/Argus/unk/snap/c1/1630116000.c1.snap.jpg,1.1307554
2021-08-28 02:30:00,/Volumes/Argus/unk/snap/c1/1630117800.c1.snap.jpg,0.44340646
2021-08-28 03:00:00,/Volumes/Argus/unk/snap/c1/1630119600.c1.snap.jpg,0.89144474
2021-08-28 03:30:00,/Volumes/Argus/unk/snap/c1/1630121400.c1.snap.jpg,0.5993446
2021-08-28 04:00:00,/Volumes/Argus/unk/snap/c1/1630123200.c1.snap.jpg,0.6248761
2021-08-28 16:30:00,/Volumes/Argus/unk/snap/c1/1630168200.c1.snap.jpg,0.9784438
2021-08-28 17:00:00,/Volumes/Argus/unk/snap/c1/1630170000.c1.snap.jpg,1.0838423
2021-08-28 17:30:00,/Volumes/Argus/unk/snap/c1/1630171800.c1.snap.jpg,0.8694077
2021-08-28 18:00:00,/Volumes/Argus/unk/snap/c1/1630173600.c1.snap.jpg,0.8707613
2021-08-28 18:30:00,/Volumes/Argus/unk/snap/c1/1630175400.c1.snap.jpg,0.93242145
2021-08-28 19:00:00,/Volumes/Argus/unk/snap/c1/1630177200.c1.snap.jpg,0.941357
2021-08-28 19:30:00,/Volumes/Argus/unk/snap/c1/1630179000.c1.snap.jpg,0.8889556
2021-08-28 20:00:00,/Volumes/Argus/unk/snap/c1/1630180800.c1.snap.jpg,0.88634574
2021-08-28 20:30:00,/Volumes/Argus/unk/snap/c1/1630182600.c1.snap.jpg,0.91053164
2021-08-28 21:00:00,/Volumes/Argus/unk/snap/c1/1630184400.c1.snap.jpg,0.8093661
2021-08-28 21:30:00,/Volumes/Argus/unk/snap/c1/1630186200.c1.snap.jpg,0.88771904
2021-08-28 22:00:00,/Volumes/Argus/unk/snap/c1/1630188000.c1.snap.jpg,0.83696973
2021-08-28 23:00:00,/Volumes/Argus/unk/snap/c1/1630191600.c1.snap.jpg,0.8098452
2021-08-28 23:30:00,/Volumes/Argus/unk/snap/c1/1630193400.c1.snap.jpg,0.72139204
2021-08-29 00:00:00,/Volumes/Argus/unk/snap/c1/1630195200.c1.snap.jpg,0.7929888
2021-08-29 00:30:00,/Volumes/Argus/unk/snap/c1/1630197000.c1.snap.jpg,0.7872776
2021-08-29 01:00:00,/Volumes/Argus/unk/snap/c1/1630198800.c1.snap.jpg,0.78586525
2021-08-29 01:30:00,/Volumes/Argus/unk/snap/c1/1630200600.c1.snap.jpg,0.91290146
2021-08-29 02:00:00,/Volumes/Argus/unk/snap/c1/1630202400.c1.snap.jpg,0.9060608
2021-08-29 02:30:00,/Volumes/Argus/unk/snap/c1/1630204200.c1.snap.jpg,1.0051062
2021-08-29 03:00:00,/Volumes/Argus/unk/snap/c1/1630206000.c1.snap.jpg,1.0129964
2021-08-29 03:30:00,/Volumes/Argus/unk/snap/c1/1630207800.c1.snap.jpg,0.8155999
2021-08-29 04:00:00,/Volumes/Argus/unk/snap/c1/1630209600.c1.snap.jpg,0.88575405
2021-08-29 04:30:00,/Volumes/Argus/unk/snap/c1/1630211400.c1.snap.jpg,0.897326
2021-08-29 15:00:00,/Volumes/Argus/unk/snap/c1/1630249200.c1.snap.jpg,0.91124094
2021-08-29 15:30:00,/Volumes/Argus/unk/snap/c1/1630251000.c1.snap.jpg,0.82258725
2021-08-29 16:00:00,/Volumes/Argus/unk/snap/c1/1630252800.c1.snap.jpg,0.9169899
2021-08-29 16:30:00,/Volumes/Argus/unk/snap/c1/1630254600.c1.snap.jpg,0.8115569
2021-08-29 17:00:00,/Volumes/Argus/unk/snap/c1/1630256400.c1.snap.jpg,0.8220291
2021-08-29 17:30:00,/Volumes/Argus/unk/snap/c1/1630258200.c1.snap.jpg,0.7468605
2021-08-29 18:00:00,/Volumes/Argus/unk/snap/c1/1630260000.c1.snap.jpg,0.79836863
2021-08-29 18:30:00,/Volumes/Argus/unk/snap/c1/1630261800.c1.snap.jpg,0.9967846
2021-08-29 19:00:00,/Volumes/Argus/unk/snap/c1/1630263600.c1.snap.jpg,0.976373
2021-08-29 19:30:00,/Volumes/Argus/unk/snap/c1/1630265400.c1.snap.jpg,0.68469584
2021-08-29 20:30:00,/Volumes/Argus/unk/snap/c1/1630269000.c1.snap.jpg,0.6997274
2021-08-29 21:00:00,/Volumes/Argus/unk/snap/c1/1630270800.c1.snap.jpg,0.8927988
2021-08-29 22:00:00,/Volumes/Argus/unk/snap/c1/1630274400.c1.snap.jpg,0.6655497
2021-08-29 22:30:00,/Volumes/Argus/unk/snap/c1/1630276200.c1.snap.jpg,0.84004873
2021-08-29 23:00:00,/Volumes/Argus/unk/snap/c1/1630278000.c1.snap.jpg,0.64271796
2021-08-30 00:00:00,/Volumes/Argus/unk/snap/c1/1630281600.c1.snap.jpg,0.6690351
2021-08-30 00:30:00,/Volumes/Argus/unk/snap/c1/1630283400.c1.snap.jpg,0.735166
2021-08-30 01:00:00,/Volumes/Argus/unk/snap/c1/1630285200.c1.snap.jpg,0.79365647
2021-08-30 01:30:00,/Volumes/Argus/unk/snap/c1/1630287000.c1.snap.jpg,0.6889355
2021-08-30 02:00:00,/Volumes/Argus/unk/snap/c1/1630288800.c1.snap.jpg,0.7326811
