time,path,H
2023-11-15 01:00:00,/Volumes/Argus/unk/snap/c1/1700010000.c1.snap.jpg,0.8965387
2023-11-15 01:30:00,/Volumes/Argus/unk/snap/c1/1700011800.c1.snap.jpg,0.8747818
2023-11-15 19:30:00,/Volumes/Argus/unk/snap/c1/1700076600.c1.snap.jpg,0.59001017
2023-11-15 20:00:00,/Volumes/Argus/unk/snap/c1/1700078400.c1.snap.jpg,0.5516513
2023-11-15 20:30:00,/Volumes/Argus/unk/snap/c1/1700080200.c1.snap.jpg,0.6792067
2023-11-15 21:00:00,/Volumes/Argus/unk/snap/c1/1700082000.c1.snap.jpg,0.58319855
2023-11-15 21:30:00,/Volumes/Argus/unk/snap/c1/1700083800.c1.snap.jpg,0.6894684
2023-11-15 22:00:00,/Volumes/Argus/unk/snap/c1/1700085600.c1.snap.jpg,0.6885785
2023-11-15 22:30:00,/Volumes/Argus/unk/snap/c1/1700087400.c1.snap.jpg,0.753074
2023-11-15 23:00:00,/Volumes/Argus/unk/snap/c1/1700089200.c1.snap.jpg,0.620477
2023-11-15 23:30:00,/Volumes/Argus/unk/snap/c1/1700091000.c1.snap.jpg,0.5424391
2023-11-16 00:00:00,/Volumes/Argus/unk/snap/c1/1700092800.c1.snap.jpg,0.44377962
2023-11-16 00:30:00,/Volumes/Argus/unk/snap/c1/1700094600.c1.snap.jpg,0.6142727
2023-11-16 01:00:00,/Volumes/Argus/unk/snap/c1/1700096400.c1.snap.jpg,0.5376614
2023-11-16 01:30:00,/Volumes/Argus/unk/snap/c1/1700098200.c1.snap.jpg,0.54789424
2023-11-16 19:30:00,/Volumes/Argus/unk/snap/c1/1700163000.c1.snap.jpg,0.7984537
2023-11-16 20:00:00,/Volumes/Argus/unk/snap/c1/1700164800.c1.snap.jpg,0.7792217
2023-11-16 20:30:00,/Volumes/Argus/unk/snap/c1/1700166600.c1.snap.jpg,0.74462676
2023-11-16 21:00:00,/Volumes/Argus/unk/snap/c1/1700168400.c1.snap.jpg,0.8628154
2023-11-16 21:30:00,/Volumes/Argus/unk/snap/c1/1700170200.c1.snap.jpg,0.8129171
2023-11-16 22:00:00,/Volumes/Argus/unk/snap/c1/1700172000.c1.snap.jpg,0.7721144
2023-11-16 22:30:00,/Volumes/Argus/unk/snap/c1/1700173800.c1.snap.jpg,0.81119025
2023-11-16 23:00:00,/Volumes/Argus/unk/snap/c1/1700175600.c1.snap.jpg,0.8185208
2023-11-16 23:30:00,/Volumes/Argus/unk/snap/c1/1700177400.c1.snap.jpg,1.0481648
2023-11-17 00:00:00,/Volumes/Argus/unk/snap/c1/1700179200.c1.snap.jpg,0.79613274
2023-11-17 00:30:00,/Volumes/Argus/unk/snap/c1/1700181000.c1.snap.jpg,0.74536246
2023-11-17 01:00:00,/Volumes/Argus/unk/snap/c1/1700182800.c1.snap.jpg,0.7679891
2023-11-17 01:30:00,/Volumes/Argus/unk/snap/c1/1700184600.c1.snap.jpg,0.71022487
2023-11-17 19:30:00,/Volumes/Argus/unk/snap/c1/1700249400.c1.snap.jpg,0.56426036
2023-11-17 20:00:00,/Volumes/Argus/unk/snap/c1/1700251200.c1.snap.jpg,0.5078908
2023-11-17 20:30:00,/Volumes/Argus/unk/snap/c1/1700253000.c1.snap.jpg,0.58460546
2023-11-17 21:00:00,/Volumes/Argus/unk/snap/c1/1700254800.c1.snap.jpg,0.6689193
