time,path,H
2023-07-22 04:30:00,/Volumes/Argus/unk/snap/c1/1690000200.c1.snap.jpg,0.37848997
2023-07-22 05:00:00,/Volumes/Argus/unk/snap/c1/1690002000.c1.snap.jpg,0.2550161
2023-07-22 06:00:00,/Volumes/Argus/unk/snap/c1/1690005600.c1.snap.jpg,0.27451324
2023-07-22 06:30:00,/Volumes/Argus/unk/snap/c1/1690007400.c1.snap.jpg,0.30625755
2023-07-22 07:30:00,/Volumes/Argus/unk/snap/c1/1690011000.c1.snap.jpg,0.22796369
2023-07-22 08:00:00,/Volumes/Argus/unk/snap/c1/1690012800.c1.snap.jpg,0.24955991
2023-07-22 15:00:00,/Volumes/Argus/unk/snap/c1/1690038000.c1.snap.jpg,0.2541082
2023-07-22 16:00:00,/Volumes/Argus/unk/snap/c1/1690041600.c1.snap.jpg,0.3272949
2023-07-22 16:30:00,/Volumes/Argus/unk/snap/c1/1690043400.c1.snap.jpg,0.39546853
2023-07-22 17:00:00,/Volumes/Argus/unk/snap/c1/1690045200.c1.snap.jpg,0.30432338
2023-07-22 17:30:00,/Volumes/Argus/unk/snap/c1/1690047000.c1.snap.jpg,0.21790735
2023-07-22 18:00:00,/Volumes/Argus/unk/snap/c1/1690048800.c1.snap.jpg,0.20841627
2023-07-22 18:30:00,/Volumes/Argus/unk/snap/c1/1690050600.c1.snap.jpg,0.27904058
2023-07-22 19:00:00,/Volumes/Argus/unk/snap/c1/1690052400.c1.snap.jpg,0.37984282
2023-07-22 19:30:00,/Volumes/Argus/unk/snap/c1/1690054200.c1.snap.jpg,0.3646518
2023-07-22 20:00:00,/Volumes/Argus/unk/snap/c1/1690056000.c1.snap.jpg,0.29450345
2023-07-22 20:30:00,/Volumes/Argus/unk/snap/c1/1690057800.c1.snap.jpg,0.23777358
2023-07-22 21:30:00,/Volumes/Argus/unk/snap/c1/1690061400.c1.snap.jpg,0.32323104
2023-07-22 22:00:00,/Volumes/Argus/unk/snap/c1/1690063200.c1.snap.jpg,0.3468666
2023-07-22 22:30:00,/Volumes/Argus/unk/snap/c1/1690065000.c1.snap.jpg,0.43044198
2023-07-22 23:00:00,/Volumes/Argus/unk/snap/c1/1690066800.c1.snap.jpg,0.41280293
2023-07-22 23:30:00,/Volumes/Argus/unk/snap/c1/1690068600.c1.snap.jpg,0.40627795
2023-07-23 00:00:00,/Volumes/Argus/unk/snap/c1/1690070400.c1.snap.jpg,0.42094344
2023-07-23 00:30:00,/Volumes/Argus/unk/snap/c1/1690072200.c1.snap.jpg,0.49761748
2023-07-23 01:00:00,/Volumes/Argus/unk/snap/c1/1690074000.c1.snap.jpg,0.28396595
2023-07-23 01:30:00,/Volumes/Argus/unk/snap/c1/1690075800.c1.snap.jpg,0.27930105
2023-07-23 02:00:00,/Volumes/Argus/unk/snap/c1/1690077600.c1.snap.jpg,0.35415247
2023-07-23 03:30:00,/Volumes/Argus/unk/snap/c1/1690083000.c1.snap.jpg,0.3044871
2023-07-23 04:00:00,/Volumes/Argus/unk/snap/c1/1690084800.c1.snap.jpg,0.36368358
2023-07-23 04:30:00,/Volumes/Argus/unk/snap/c1/1690086600.c1.snap.jpg,0.3331201
2023-07-23 05:00:00,/Volumes/Argus/unk/snap/c1/1690088400.c1.snap.jpg,0.35498163
2023-07-23 06:00:00,/Volumes/Argus/unk/snap/c1/1690092000.c1.snap.jpg,0.3199674
2023-07-23 06:30:00,/Volumes/Argus/unk/snap/c1/1690093800.c1.snap.jpg,0.36650163
2023-07-23 07:00:00,/Volumes/Argus/unk/snap/c1/1690095600.c1.snap.jpg,0.40272984
2023-07-23 07:30:00,/Volumes/Argus/unk/snap/c1/1690097400.c1.snap.jpg,0.3651968
2023-07-23 15:00:00,/Volumes/Argus/unk/snap/c1/1690124400.c1.snap.jpg,0.34111297
2023-07-23 15:30:00,/Volumes/Argus/unk/snap/c1/1690126200.c1.snap.jpg,0.28930315
