time,path,H
2024-07-03 10:00:00,/Volumes/Argus/unk/snap/c1/1720000800.c1.snap.jpg,1.1111467
2024-07-03 10:30:00,/Volumes/Argus/unk/snap/c1/1720002600.c1.snap.jpg,1.1573496
2024-07-03 11:00:00,/Volumes/Argus/unk/snap/c1/1720004400.c1.snap.jpg,1.2009804
2024-07-03 11:30:00,/Volumes/Argus/unk/snap/c1/1720006200.c1.snap.jpg,1.2973385
2024-07-03 12:00:00,/Volumes/Argus/unk/snap/c1/1720008000.c1.snap.jpg,1.3633487
2024-07-03 14:00:00,/Volumes/Argus/unk/snap/c1/1720015200.c1.snap.jpg,1.5818483
2024-07-03 14:30:00,/Volumes/Argus/unk/snap/c1/1720017000.c1.snap.jpg,1.5145273
2024-07-03 15:00:00,/Volumes/Argus/unk/snap/c1/1720018800.c1.snap.jpg,1.4490477
2024-07-03 15:30:00,/Volumes/Argus/unk/snap/c1/1720020600.c1.snap.jpg,1.5037504
2024-07-03 16:00:00,/Volumes/Argus/unk/snap/c1/1720022400.c1.snap.jpg,1.4572772
2024-07-03 16:30:00,/Volumes/Argus/unk/snap/c1/1720024200.c1.snap.jpg,1.3983071
2024-07-03 17:00:00,/Volumes/Argus/unk/snap/c1/1720026000.c1.snap.jpg,1.4803782
2024-07-03 17:30:00,/Volumes/Argus/unk/snap/c1/1720027800.c1.snap.jpg,1.6349578
2024-07-03 18:00:00,/Volumes/Argus/unk/snap/c1/1720029600.c1.snap.jpg,1.6352638
2024-07-03 18:30:00,/Volumes/Argus/unk/snap/c1/1720031400.c1.snap.jpg,1.5144138
2024-07-03 19:00:00,/Volumes/Argus/unk/snap/c1/1720033200.c1.snap.jpg,1.4591757
2024-07-03 19:30:00,/Volumes/Argus/unk/snap/c1/1720035000.c1.snap.jpg,1.3915325
2024-07-03 20:00:00,/Volumes/Argus/unk/snap/c1/1720036800.c1.snap.jpg,1.3307244
2024-07-03 20:30:00,/Volumes/Argus/unk/snap/c1/1720038600.c1.snap.jpg,1.2796506
2024-07-03 21:00:00,/Volumes/Argus/unk/snap/c1/1720040400.c1.snap.jpg,1.2959416
2024-07-03 21:30:00,/Volumes/Argus/unk/snap/c1/1720042200.c1.snap.jpg,1.2110384
2024-07-03 22:00:00,/Volumes/Argus/unk/snap/c1/1720044000.c1.snap.jpg,1.0826302
2024-07-03 22:30:00,/Volumes/Argus/unk/snap/c1/1720045800.c1.snap.jpg,1.073854
2024-07-03 23:00:00,/Volumes/Argus/unk/snap/c1/1720047600.c1.snap.jpg,1.1225932
2024-07-03 23:30:00,/Volumes/Argus/unk/snap/c1/1720049400.c1.snap.jpg,1.0540547
2024-07-04 01:00:00,/Volumes/Argus/unk/snap/c1/1720054800.c1.snap.jpg,1.0283015
2024-07-04 01:30:00,/Volumes/Argus/unk/snap/c1/1720056600.c1.snap.jpg,1.1460116
2024-07-04 02:00:00,/Volumes/Argus/unk/snap/c1/1720058400.c1.snap.jpg,1.0780901
2024-07-04 02:30:00,/Volumes/Argus/unk/snap/c1/1720060200.c1.snap.jpg,0.9597508
2024-07-04 03:00:00,/Volumes/Argus/unk/snap/c1/1720062000.c1.snap.jpg,1.0295415
2024-07-04 03:30:00,/Volumes/Argus/unk/snap/c1/1720063800.c1.snap.jpg,0.84879744
2024-07-04 04:00:00,/Volumes/Argus/unk/snap/c1/1720065600.c1.snap.jpg,0.85077655
2024-07-04 04:30:00,/Volumes/Argus/unk/snap/c1/1720067400.c1.snap.jpg,0.8160602
2024-07-04 05:30:00,/Volumes/Argus/unk/snap/c1/1720071000.c1.snap.jpg,0.7887578
2024-07-04 06:00:00,/Volumes/Argus/unk/snap/c1/1720072800.c1.snap.jpg,0.76524234
2024-07-04 06:30:00,/Volumes/Argus/unk/snap/c1/1720074600.c1.snap.jpg,0.7862471
2024-07-04 07:00:00,/Volumes/Argus/unk/snap/c1/1720076400.c1.snap.jpg,0.8436909
2024-07-04 07:30:00,/Volumes/Argus/unk/snap/c1/1720078200.c1.snap.jpg,0.7954983
2024-07-04 08:00:00,/Volumes/Argus/unk/snap/c1/1720080000.c1.snap.jpg,0.73857784
2024-07-04 08:30:00,/Volumes/Argus/unk/snap/c1/1720081800.c1.snap.jpg,0.76636875
2024-07-04 09:00:00,/Volumes/Argus/unk/snap/c1/1720083600.c1.snap.jpg,0.8563298
2024-07-04 09:30:00,/Volumes/Argus/unk/snap/c1/1720085400.c1.snap.jpg,0.7961011
2024-07-04 10:00:00,/Volumes/Argus/unk/snap/c1/1720087200.c1.snap.jpg,0.8748194
2024-07-04 10:30:00,/Volumes/Argus/unk/snap/c1/1720089000.c1.snap.jpg,0.79140306
2024-07-04 11:00:00,/Volumes/Argus/unk/snap/c1/1720090800.c1.snap.jpg,0.7229976
